Study,Authors,Year..online.,Year..print.,Title,Journal,Pub.year.IF,X2017.IF,Average.n,Effect.type,Species,Climate..FishBase.,Env.cue.stimulus.,Cue.stimulus.type,Behavioural.metric,Life.stage,ctrl.n,ctrl.mean,ctrl.sd,oa.n,oa.mean,oa.sd,lnRR,lnRR_var
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,85,Strong,Amphiprion percula,Trop,Yes,Food,"Change feeding strikes, seawater, high food, , ctrl/ctrl vs. ctrl/CO2",Juvenile,66,9.52,1.7873000000000001,71,10.17,2.5278,0.06604736125719461,0.0014041760949426861
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,85,Strong,Amphiprion percula,Trop,Yes,Food,"Change feeding strikes, seawater, low food, , ctrl/ctrl vs. ctrl/CO2",Juvenile,70,9.78,1.8407,65,10.3,2.0962,0.05180441118886418,0.0011432490539015187
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,85,Strong,Amphiprion percula,Trop,Yes,Food,"Change feeding strikes, seawater, high food, , ctrl/ctrl vs. CO2/CO2",Juvenile,58,9.52,1.6755,56,10.3,2.6192,0.07874904643231628,0.0016887713227850716
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,85,Strong,Amphiprion percula,Trop,Yes,Food,"Change feeding strikes, seawater, low food, , ctrl/ctrl vs. CO2/CO2",Juvenile,59,9.78,1.6899,55,10.52,1.6316,0.07293872326283792,9.434027955106607e-4
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,85,Strong,Amphiprion percula,Trop,Yes,Food,"Change feeding strikes, predator, high food, , ctrl/ctrl vs. ctrl/CO2",Juvenile,71,2.43,1.0954,70,9.78,1.8407,1.3924482266942686,0.0033680789312079597
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,85,Strong,Amphiprion percula,Trop,Yes,Food,"Change feeding strikes, predator, low food, , ctrl/ctrl vs. ctrl/CO2",Juvenile,74,3.25,1.4624,69,9.91,2.1597,1.1148893520002505,0.0034244323869216547
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,85,Strong,Amphiprion percula,Trop,Yes,Food,"Change feeding strikes, predator, high food, , ctrl/ctrl vs. CO2/CO2",Juvenile,60,2.43,1.007,61,9.44,1.3277,1.3570647228049522,0.003186452565141917
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,85,Strong,Amphiprion percula,Trop,Yes,Food,"Change feeding strikes, predator, low food, , ctrl/ctrl vs. CO2/CO2",Juvenile,59,3.25,1.3058,60,9.74,2.014,1.0975861213127978,0.003448723043765133
a79,Porteus et al,2018,2018,Near-future CO2 levels impair the olfactory system of a marine fish,Nat Clim Change,19.181,19.181,13,Strong,Dicentrarchus labrax,Subtrop,No,-,"Baseline activity, 2 days",Juvenile,13,45.1077,95.6378,13,42.0462,97.4158,-0.07028394991628123,0.7587078208567793
a79,Porteus et al,2018,2018,Near-future CO2 levels impair the olfactory system of a marine fish,Nat Clim Change,19.181,19.181,13,Strong,Dicentrarchus labrax,Subtrop,No,-,"Baseline activity, 7 days",Juvenile,14,50.8286,72.3095,14,36.0143,77.4984,-0.34454310648333947,0.4753152257782353
a79,Porteus et al,2018,2018,Near-future CO2 levels impair the olfactory system of a marine fish,Nat Clim Change,19.181,19.181,13,Strong,Dicentrarchus labrax,Subtrop,No,-,"Baseline activity, 14 days",Juvenile,13,52.3692,59.9273,14,30.9286,81.7807,-0.5266373100790558,0.6001341548638193
a79,Porteus et al,2018,2018,Near-future CO2 levels impair the olfactory system of a marine fish,Nat Clim Change,19.181,19.181,13,Strong,Dicentrarchus labrax,Subtrop,No,-,"Time spent freezing, before pred, 7 days",Juvenile,13,20.7692,94.4943,13,13.4615,79.2349,-0.4336373607392207,4.257346679399266
a79,Porteus et al,2018,2018,Near-future CO2 levels impair the olfactory system of a marine fish,Nat Clim Change,19.181,19.181,13,Strong,Dicentrarchus labrax,Subtrop,No,-,"Time spent freezing, before pred, 2 days",Juvenile,13,2.5385,24.3036,13,7,48.9081,1.0143367936500014,10.805988915571165
a79,Porteus et al,2018,2018,Near-future CO2 levels impair the olfactory system of a marine fish,Nat Clim Change,19.181,19.181,13,Strong,Dicentrarchus labrax,Subtrop,No,-,"Time spent freezing, before pred, 7 days",Juvenile,13,2.4154,25.6078,14,9.5214,59.6023,1.3716769919555767,11.445113902499319
a79,Porteus et al,2018,2018,Near-future CO2 levels impair the olfactory system of a marine fish,Nat Clim Change,19.181,19.181,13,Strong,Dicentrarchus labrax,Subtrop,Yes,Predator,"Time spent freezing, w/ pred, 2 days",Juvenile,13,23.9231,86.238,13,18.0385,97.6179,-0.28233615672877105,3.2523424918750536
a79,Porteus et al,2018,2018,Near-future CO2 levels impair the olfactory system of a marine fish,Nat Clim Change,19.181,19.181,13,Strong,Dicentrarchus labrax,Subtrop,Yes,Predator,"Time spent freezing, w/ pred, 7 days",Juvenile,13,5.8,29.5098,13,12.1308,66.0668,0.7378897554135015,4.272909155364922
a79,Porteus et al,2018,2018,Near-future CO2 levels impair the olfactory system of a marine fish,Nat Clim Change,19.181,19.181,13,Strong,Dicentrarchus labrax,Subtrop,Yes,Predator,"Time spent freezing, w/ pred, 14 days",Juvenile,13,6.8846,39.0876,14,20.5929,70.238,1.0956593230124805,3.310537011507714
a80,Raby et al,2018,2018,Exposure to elevated carbon dioxide does not impair shortterm swimming behaviour or shelter-seeking in a predatory coral-reef fish,J Fish Biol,1.702,1.702,11,No,Cephalopholis cyanostigma,Trop,Yes,Habitat,Immobile at surface,Adult,10,1e-4,0.4533,11,1e-4,0.7104,0,6642701.263636364
a80,Raby et al,2018,2018,Exposure to elevated carbon dioxide does not impair shortterm swimming behaviour or shelter-seeking in a predatory coral-reef fish,J Fish Biol,1.702,1.702,11,No,Cephalopholis cyanostigma,Trop,Yes,Habitat,Time to ocean floor,Adult,10,8.592,2.4067,11,8.169,4.3615,-0.05048503540677663,0.03376053488769282
a80,Raby et al,2018,2018,Exposure to elevated carbon dioxide does not impair shortterm swimming behaviour or shelter-seeking in a predatory coral-reef fish,J Fish Biol,1.702,1.702,11,No,Cephalopholis cyanostigma,Trop,Yes,Habitat,Time to shelter,Adult,10,20,5.5652,11,14.085,6.4674,-0.350621872225655,0.026909814829253812
a80,Raby et al,2018,2018,Exposure to elevated carbon dioxide does not impair shortterm swimming behaviour or shelter-seeking in a predatory coral-reef fish,J Fish Biol,1.702,1.702,11,No,Cephalopholis cyanostigma,Trop,Yes,Habitat,Time immobile,Adult,10,88.136,2.2222,11,91.186,7.863,0.034020300486914644,7.395412604665281e-4
a80,Raby et al,2018,2018,Exposure to elevated carbon dioxide does not impair shortterm swimming behaviour or shelter-seeking in a predatory coral-reef fish,J Fish Biol,1.702,1.702,11,No,Cephalopholis cyanostigma,Trop,Yes,Habitat,Opercular beats,Adult,10,20,2.0933,11,20.156,3.3815,0.007769737264360694,0.0036541646152441053
a80,Raby et al,2018,2018,Exposure to elevated carbon dioxide does not impair shortterm swimming behaviour or shelter-seeking in a predatory coral-reef fish,J Fish Biol,1.702,1.702,11,No,Cephalopholis cyanostigma,Trop,Yes,Habitat,Tail beats,Adult,10,2.794,0.5104,11,2.941,0.6615,0.051275398737087904,0.00793623820031011
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia badia,Temp,Yes,Shelter,"% time hiding, 4 weeks, ctrl/ctrl vs ctrl/OA",Juvenile,5,2.518,4.8254,4,0.719,0.72,-1.2533588568832457,0.9851847042385636
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia badia,Temp,Yes,Shelter,"% time hiding, 8 weeks, ctrl/ctrl vs ctrl/OA",Juvenile,5,24.46,32.1725,4,11.511,20.864,-0.7537360303261014,1.1673221189963718
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia badia,Temp,Yes,Shelter,"% time hiding, 12 weeks, ctrl/ctrl vs ctrl/OA",Juvenile,4,1e-4,2e-4,2,2.518,3.561,10.133805307598339,2.0000057568035956
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia badia,Temp,Yes,Shelter,"% time swimming, 4 weeks, ctrl/ctrl vs ctrl/OA",Juvenile,5,72.695,42.0247,4,95.035,3.546,0.26797263841941205,0.06718708987654605
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia badia,Temp,Yes,Shelter,"% time swimming, 8 weeks, ctrl/ctrl vs ctrl/OA",Juvenile,5,52.837,36.4747,4,47.518,28.368,-0.1061031162454316,0.18441041521871282
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia badia,Temp,Yes,Shelter,"% time swimming, 12 weeks, ctrl/ctrl vs ctrl/OA",Juvenile,4,53.546,43.972,2,97.518,3.5101,0.5994958787905468,0.16924034788542358
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia badia,Temp,Yes,Shelter,"% time floating, 4 weeks, ctrl/ctrl vs ctrl/OA",Juvenile,5,24.468,42.0247,4,3.915,3.558,-1.832550811937552,0.7964717320169186
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia badia,Temp,Yes,Shelter,"% time floating, 8 weeks, ctrl/ctrl vs ctrl/OA",Juvenile,5,20.922,8.7229,4,39.858,24.912,0.6445219009895898,0.13242738280389477
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia badia,Temp,Yes,Shelter,"% time floating, 12 weeks, ctrl/ctrl vs ctrl/OA",Juvenile,4,46.099,43.262,2,1e-4,1e-4,-13.041131629769541,0.7201761054280492
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia badia,Temp,Yes,Shelter,"% time hiding, 4 weeks, ctrl/ctrl vs OA/OA",Juvenile,5,2.518,4.8254,5,7.194,6.4354,1.049782409651277,0.894533113943522
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia badia,Temp,Yes,Shelter,"% time hiding, 8 weeks, ctrl/ctrl vs OA/OA",Juvenile,5,24.46,32.1725,5,28.058,39.4129,0.13723466603755427,0.740641415065018
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia badia,Temp,Yes,Shelter,"% time hiding, 12 weeks, ctrl/ctrl vs OA/OA",Juvenile,4,1e-4,2e-4,3,15.827,27.4132,11.97205771432733,2.0000023250596755
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia badia,Temp,Yes,Shelter,"% time swimming, 4 weeks, ctrl/ctrl vs OA/OA",Juvenile,5,72.695,42.0247,5,66.312,38.8539,-0.09190173009416379,0.13550080037148496
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia badia,Temp,Yes,Shelter,"% time swimming, 8 weeks, ctrl/ctrl vs OA/OA",Juvenile,5,52.837,36.4747,5,39.716,34.8894,-0.28545757370068037,0.24965237500891474
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia badia,Temp,Yes,Shelter,"% time swimming, 12 weeks, ctrl/ctrl vs OA/OA",Juvenile,4,53.546,43.972,3,15.957,7.9848,-1.210643493130257,0.2520575391475741
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia badia,Temp,Yes,Shelter,"% time floating, 4 weeks, ctrl/ctrl vs OA/OA",Juvenile,5,24.468,42.0247,5,25.177,42.0247,0.028564737961559318,1.1472126818176673
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia badia,Temp,Yes,Shelter,"% time floating, 8 weeks, ctrl/ctrl vs OA/OA",Juvenile,5,20.922,8.7229,5,31.206,42.0247,0.3998091470974212,0.3974781769820452
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia badia,Temp,Yes,Shelter,"% time floating, 12 weeks, ctrl/ctrl vs OA/OA",Juvenile,4,46.099,43.262,3,67.376,31.939,0.37949761362621326,0.2950811257041895
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - estuary, 16 dph",Larvae,10,63.922,19.8433,10,27.059,17.3609,-0.8596439229351257,0.05080099601850127
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - estuary, 18 dph",Larvae,10,54.51,17.3609,10,37.255,16.1213,-0.3805980070704986,0.02886899466222708
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - estuary, 19 dph",Larvae,10,44.706,33.4822,10,53.333,33.4822,0.17644755574654036,0.09550408642624364
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - estuary, 20 dph",Larvae,10,46.667,22.3225,10,49.084,21.0829,0.05049583934147404,0.04132985901336253
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - estuary, 21 dph",Larvae,10,52.647,17.6708,10,54.706,18.6005,0.03836413572682825,0.022826452949567345
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - reef, 16 dph",Larvae,16,52.35,15.1568,16,59.724,17.4874,0.1317820123478715,0.01059753069288557
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - reef, 17 dph",Larvae,16,47.558,10.4924,16,47.558,11.6593,0,0.006798615025504056
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - reef, 18 dph",Larvae,16,53.825,8.1618,16,50.876,9.3256,-0.056346743661188796,0.003537033344966296
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - reef, 19 dph",Larvae,16,49.032,13.9899,16,51.613,9.3256,0.05130043255753801,0.007128434486785687
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - reef, 20 dph",Larvae,16,45.714,10.4924,16,49.401,6.995,0.07756607018504397,0.004545636354192006
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - reef, 21 dph",Larvae,16,52.042,7.8772,16,49.828,7.8772,-0.04347400985737231,0.0029938952423607095
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - white noise, 13 dph",Larvae,10,33.032,41.6282,10,70.194,28.5617,0.7537860487097305,0.17537660632008423
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - white noise, 14 dph",Larvae,10,55.484,31.8283,10,41.032,33.4601,-0.3017424408140765,0.09940531111364034
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - white noise, 15 dph",Larvae,10,49.549,39.987,10,43.097,28.5617,-0.13950868981895595,0.10904920011404456
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - white noise, 16 dph",Larvae,10,49.032,21.2189,10,41.548,24.4824,-0.1656237608178656,0.05345002918090291
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - white noise, 18 dph",Larvae,10,55.484,19.5871,10,48,13.057,-0.14489367999315275,0.019862021431078316
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - white noise, 19 dph",Larvae,10,55.226,26.9426,10,64,17.1364,0.1474492264763748,0.03097015600359595
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates calcarifer,Trop,Yes,Auditory,% time near speaker - white noise. 20 dph,Larvae,10,50.065,25.2982,10,42.323,14.6888,-0.16799148765338176,0.03757888555703483
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - white noise, 21 dph",Larvae,10,48.258,21.2189,10,66.839,17.1364,0.32572512536415055,0.025906586194719652
a83,Sswat et al,2018,2018,"Growth performance and survival of larval Atlantic herring, under the combined effects of elevated temperatures and CO2",PloS One,2.766,2.766,9,No,Clupea harengus,Temp,No,-,"Mean activity (size standardized), 28 days",Larvae,6,7288.3971,8116.3356,6,7667.7496,4864.1553,0.0507395241588383,0.2737528849272644
a83,Sswat et al,2018,2018,"Growth performance and survival of larval Atlantic herring, under the combined effects of elevated temperatures and CO2",PloS One,2.766,2.766,9,No,Clupea harengus,Temp,No,-,"Mean activity (size standardized), 30 days",Larvae,12,10164.3102,9856.4,12,13197.1275,8667.4157,0.26111660780195123,0.11430598582471388
a84,Sundin & Jutfelt,2018,2018,Effects of elevated carbon dioxide on male and female behavioural lateralization in a temperate goby,R Soc Open Sci,2.504,2.504,21,Weak,Gobiusculus flavescens,Temp,No,-,"Absolute lateralization, Year 1, female",Adult,30,32.317,22.5497,24,32.317,24.201,0,0.039595721464652546
a84,Sundin & Jutfelt,2018,2018,Effects of elevated carbon dioxide on male and female behavioural lateralization in a temperate goby,R Soc Open Sci,2.504,2.504,21,Weak,Gobiusculus flavescens,Temp,No,-,"Absolute lateralization, Year 1, male",Adult,11,31.492,32.7683,19,32.521,35.4378,0.032152489192111104,0.16092307699656855
a84,Sundin & Jutfelt,2018,2018,Effects of elevated carbon dioxide on male and female behavioural lateralization in a temperate goby,R Soc Open Sci,2.504,2.504,21,Weak,Gobiusculus flavescens,Temp,No,-,"Absolute lateralization, Year 2, female",Adult,16,31.492,19.76,22,42.093,27.9971,0.29014791075774776,0.04471538652001515
a84,Sundin & Jutfelt,2018,2018,Effects of elevated carbon dioxide on male and female behavioural lateralization in a temperate goby,R Soc Open Sci,2.504,2.504,21,Weak,Gobiusculus flavescens,Temp,No,-,"Absolute lateralization, Year 2, male",Adult,23,31.389,27.1444,25,40.034,33.45,0.24327158000149432,0.060439615890049946
a85,Watson et al,2018,2018,Ocean warming has a greater effect than acidification on the early life history development and swimming performance of a large circumglobal pelagic fish,Glob Change Biol,8.997,8.997,41,No,Seriola lalandi,Subtrop,Yes,Mimicked threat,Escape distance,Juvenile,41,4.272,1.444,41,4.501,1.972,0.05221749265290199,0.007468476134534918
a85,Watson et al,2018,2018,Ocean warming has a greater effect than acidification on the early life history development and swimming performance of a large circumglobal pelagic fish,Glob Change Biol,8.997,8.997,41,No,Seriola lalandi,Subtrop,Yes,Mimicked threat,Escape speed,Juvenile,41,0.451,0.222,41,0.471,0.231,0.04339075451373926,0.01177650817499201
a85,Watson et al,2018,2018,Ocean warming has a greater effect than acidification on the early life history development and swimming performance of a large circumglobal pelagic fish,Glob Change Biol,8.997,8.997,41,No,Seriola lalandi,Subtrop,Yes,Mimicked threat,Response latency,Juvenile,41,0.572,0.303,41,0.668,0.244,0.1551491821568479,0.010098179364464152
a86,Steckbauer et al,2018,2018,Predator avoidance in the European seabass after recovery from short-term hypoxia and different CO2 conditions,Front Mar Sci,-,-,6,No,Dicentrachus labrax,Temp,Yes,Predator,Time swimming toward refuge,Juvenile,6,0.1238,0.1408,6,0.0298,0.1585,-1.4241589667391368,4.9305067636407305
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,No,-,"Posture, baseline, pre, Mid CO2",Juvenile,36,0.204,0.492,36,0.179,0.474,-0.1307341880034614,0.35635415809096294
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,No,-,"Posture, baseline, pre, High CO2",Juvenile,36,0.204,0.492,36,0.341,0.516,0.5137624834393005,0.22517701629067222
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,Yes,Predator,"Posture, baseline, cue, Mid CO2",Juvenile,36,0.274,0.516,36,0.235,0.588,-0.1535425922439114,0.27242025144714677
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,Yes,Predator,"Posture, baseline, cue, High CO2",Juvenile,36,0.274,0.516,36,0.321,0.516,0.1583130167419455,0.17029076002814297
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,Yes,Food,"Posture, baseline, feed, Mid CO2",Juvenile,36,0.76,0.918,36,0.984,0.942,0.2583074637718767,0.06598515760763986
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,Yes,Food,"Posture, baseline, feed, High CO2",Juvenile,36,0.76,0.918,36,0.984,0.822,0.2583074637718767,0.059912383465264285
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,No,-,"Posture, baseline, post, Mid CO2",Juvenile,36,1.027,0.99,36,1.034,0.966,0.006792845139816348,0.05005667489774518
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,No,-,"Posture, baseline, post, High CO2",Juvenile,36,1.027,0.99,36,1.285,0.894,0.22411678740076196,0.0392574871618084
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,No,-,"Posture, first feeding, pre, Mid CO2",Juvenile,36,0.889,1.176,36,0.517,0.846,-0.5420543610054754,0.12298826250545061
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,No,-,"Posture, first feeding, pre, High CO2",Juvenile,36,0.889,1.176,36,0.803,1.032,-0.10174252156714289,0.09448835012829707
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,Yes,Predator,"Posture, first feeding, cue, Mid CO2",Juvenile,36,0.905,1.104,36,0.611,0.918,-0.39283798452833085,0.10404170559402426
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,Yes,Predator,"Posture, first feeding, cue, High CO2",Juvenile,36,0.905,1.104,36,0.862,1.2,-0.048679673036233086,0.09516956839991914
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,Yes,Food,"Posture, first feeding, feed, Mid CO2",Juvenile,36,1.716,0.942,36,1.524,0.918,-0.11865754380131599,0.018449652217358566
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,Yes,Food,"Posture, first feeding, feed, High CO2",Juvenile,36,1.716,0.942,36,1.791,0.75,0.04277812201280423,0.013241877348649365
